#Chr	Start	End	Merge	Bampudke	SA
chr7	107250001	107300000	9.64E-09	3.78E-08	1.95E-08
chr7	107300001	107350000	6.98E-09	7.46E-08	4.17E-08
chr7	107350001	107400000	1.32E-08	2.29E-11	8.60E-09
chr7	107400001	107450000	6.94E-09	2.45E-08	3.35E-08
chr7	107450001	107500000	7.81E-09	2.73E-08	3.76E-08
chr7	107500001	107550000	1.18E-08	2.11E-09	3.23E-08
chr7	107550001	107600000	3.59E-08	4.15E-08	5.51E-08
chr7	107600001	107650000	1.53E-08	5.89E-08	2.07E-08
chr7	107650001	107700000	3.43E-08	1.65E-08	4.09E-08
chr7	107700001	107750000	3.84E-08	1.40E-08	1.14E-07
chr7	107750001	107800000	3.06E-08	1.32E-08	1.12E-07
chr7	107800001	107850000	3.32E-08	1.60E-08	1.19E-07
chr7	107850001	107900000	4.32E-08	1.34E-08	5.74E-08
chr7	107900001	107950000	1.75E-08	4.50E-09	1.85E-08
chr7	107950001	108000000	2.01E-08	1.77E-09	2.56E-08
chr7	108000001	108050000	8.79E-09	4.86E-09	3.39E-08
chr7	108050001	108100000	1.89E-08	6.37E-09	4.53E-08
chr7	108100001	108150000	1.48E-08	4.73E-09	3.40E-08
chr7	108150001	108200000	1.89E-08	4.44E-09	3.00E-08
chr7	108200001	108250000	2.95E-08	4.96E-09	2.49E-08
chr7	108250001	108300000	3.86E-08	4.70E-09	2.54E-08
chr7	108300001	108350000	1.39E-08	1.06E-08	2.46E-08
chr7	108350001	108400000	1.06E-08	5.18E-08	1.92E-08
chr7	108400001	108450000	2.02E-08	4.22E-08	2.09E-08
chr7	108450001	108500000	2.55E-08	3.04E-08	3.51E-08
chr7	108500001	108550000	2.08E-08	2.38E-08	5.85E-08
chr7	108550001	108600000	1.24E-08	2.36E-08	1.78E-08
chr7	108600001	108650000	2.63E-08	4.82E-08	4.15E-08
chr7	108650001	108700000	1.42E-08	4.57E-08	2.90E-08
chr7	108700001	108750000	3.38E-08	5.87E-08	6.91E-08
chr7	108750001	108800000	3.89E-08	7.35E-08	6.00E-08
chr7	108800001	108850000	4.37E-08	3.75E-08	4.10E-08
chr7	108850001	108900000	2.54E-08	6.41E-08	6.31E-08
chr7	108900001	108950000	2.58E-08	4.67E-08	2.98E-08
chr7	108950001	109000000	2.00E-08	8.92E-09	2.60E-08
chr7	109000001	109050000	1.87E-08	8.94E-10	2.08E-08
chr7	109050001	109100000	1.94E-08	6.15E-23	3.39E-08
chr7	109100001	109150000	8.50E-09	6.15E-23	5.61E-08
chr7	109150001	109200000	2.30E-08	6.15E-23	5.96E-08
chr7	109200001	109250000	2.63E-08	6.15E-23	5.41E-08
chr7	109250001	109300000	3.56E-08	6.15E-23	4.47E-08
chr7	109300001	109350000	3.48E-08	6.15E-23	2.12E-08
chr7	109350001	109400000	3.49E-08	6.15E-23	3.75E-08
chr7	109400001	109450000	2.44E-08	6.15E-23	3.94E-08
chr7	109450001	109500000	1.53E-08	2.63E-09	5.59E-08
chr7	109500001	109550000	3.07E-08	3.14E-08	6.48E-08
chr7	109550001	109600000	4.25E-08	1.63E-09	1.29E-07
chr7	109600001	109650000	2.45E-08	2.23E-09	6.99E-08
chr7	109650001	109700000	3.12E-08	8.43E-08	2.79E-08
chr7	109700001	109750000	5.05E-08	8.60E-08	6.63E-08
chr7	109750001	109800000	6.94E-08	1.02E-07	6.55E-08
chr7	109800001	109850000	5.72E-08	6.27E-08	7.88E-08
chr7	109850001	109900000	3.69E-08	4.81E-08	4.77E-08
chr7	109900001	109950000	2.54E-08	1.93E-08	2.46E-08
chr7	109950001	110000000	5.42E-08	9.62E-08	5.00E-08
chr7	110000001	110050000	5.86E-08	2.41E-08	5.29E-08
chr7	110050001	110100000	2.39E-08	2.21E-08	2.54E-08
chr7	110100001	110150000	5.82E-08	2.01E-08	3.68E-08
chr7	110150001	110200000	5.15E-08	3.53E-08	7.65E-08
chr7	110200001	110250000	4.64E-08	2.85E-08	7.59E-08
chr7	110250001	110300000	3.82E-08	2.96E-08	5.43E-08
chr7	110300001	110350000	1.93E-08	6.04E-08	1.29E-08
chr7	110350001	110400000	4.19E-08	4.73E-08	2.86E-08
chr7	110400001	110450000	5.44E-08	5.39E-08	4.60E-08
chr7	110450001	110500000	2.21E-08	3.06E-09	4.25E-09
chr7	110500001	110550000	6.39E-09	6.50E-09	7.83E-09
chr7	110550001	110600000	1.90E-08	4.44E-09	4.14E-09
chr7	110600001	110650000	3.28E-09	6.18E-09	7.17E-09
chr7	110650001	110700000	1.59E-09	1.97E-09	1.66E-09
chr7	110700001	110750000	3.17E-08	1.34E-09	4.75E-08
chr7	110750001	110800000	2.60E-08	3.53E-08	7.23E-08
chr7	110800001	110850000	6.55E-08	2.90E-08	1.06E-07
chr7	110850001	110900000	4.09E-08	8.13E-08	7.68E-08
chr7	110900001	110950000	5.12E-08	7.22E-08	9.25E-08
chr7	110950001	111000000	5.69E-08	6.53E-08	8.89E-08
chr7	111000001	111050000	2.54E-08	6.61E-09	2.13E-08
chr7	111050001	111100000	4.79E-08	6.07E-09	2.09E-08
chr7	111100001	111150000	2.66E-08	5.96E-09	4.84E-08
chr7	111150001	111200000	4.95E-08	5.82E-09	3.26E-08
chr7	111200001	111250000	3.50E-08	8.67E-09	2.39E-08
chr7	111250001	111300000	4.75E-08	5.67E-09	3.60E-08
chr7	111300001	111350000	6.10E-08	8.79E-09	7.56E-08
chr7	111350001	111400000	3.44E-08	3.05E-09	3.57E-08
chr7	111400001	111450000	2.21E-08	3.07E-23	3.84E-08
chr7	111450001	111500000	3.82E-08	3.07E-23	5.08E-08
chr7	111500001	111550000	2.31E-08	3.07E-23	5.56E-08
chr7	111550001	111600000	1.95E-08	3.07E-23	1.44E-08
chr7	111600001	111650000	4.01E-08	3.07E-23	2.69E-08
chr7	111650001	111700000	3.02E-08	3.07E-23	3.23E-08
chr7	111700001	111750000	2.57E-08	3.07E-23	1.72E-08
chr7	111750001	111800000	1.71E-08	3.07E-23	4.32E-08
chr7	111800001	111850000	3.05E-08	1.30E-08	4.65E-08
chr7	111850001	111900000	1.26E-08	1.27E-08	5.85E-08
chr7	111900001	111950000	2.59E-08	1.32E-08	3.86E-08
chr7	111950001	112000000	3.59E-08	1.34E-08	6.64E-08
chr7	112000001	112050000	3.10E-08	1.47E-08	2.81E-08
chr7	112050001	112100000	1.80E-08	1.43E-08	9.51E-09
chr7	112100001	112150000	1.71E-08	3.34E-10	1.31E-08
chr7	112150001	112200000	3.18E-08	2.60E-10	4.42E-08
chr7	112200001	112250000	3.02E-08	2.55E-10	2.82E-08
chr7	112250001	112300000	3.65E-08	2.49E-10	4.16E-08
chr7	112300001	112350000	5.49E-08	1.87E-10	2.73E-08
chr7	112350001	112400000	1.80E-08	1.86E-10	4.97E-08
chr7	112400001	112450000	2.74E-08	2.05E-10	5.50E-08
chr7	112450001	112500000	2.47E-08	1.84E-10	3.78E-08
chr7	112500001	112550000	1.84E-08	5.83E-10	1.86E-08
chr7	112550001	112600000	2.46E-08	4.29E-10	3.12E-08
chr7	112600001	112650000	4.07E-08	3.35E-10	2.90E-08
chr7	112650001	112700000	1.19E-08	3.34E-10	1.12E-08
chr7	112700001	112750000	4.27E-08	3.19E-10	2.21E-08
chr7	112750001	112800000	3.35E-08	3.75E-10	5.34E-08
chr7	112800001	112850000	4.31E-08	6.71E-10	4.88E-08
chr7	112850001	112900000	5.21E-08	3.14E-10	5.06E-08
chr7	112900001	112950000	5.21E-08	8.38E-10	3.52E-08
chr7	112950001	113000000	3.90E-08	6.09E-10	5.62E-08
chr7	113000001	113050000	2.77E-08	1.61E-09	2.78E-08
chr7	113050001	113100000	1.40E-08	1.01E-09	1.99E-08
chr7	113100001	113150000	2.91E-09	1.12E-09	3.78E-09
chr7	113150001	113200000	2.14E-08	1.91E-09	4.33E-08
chr7	113200001	113250000	1.95E-08	1.91E-09	4.18E-08
chr7	113250001	113300000	2.04E-08	1.85E-09	1.41E-08
chr7	113300001	113350000	1.16E-08	1.84E-09	3.92E-09
chr7	113350001	113400000	9.92E-09	1.96E-09	1.49E-09
chr7	113400001	113450000	3.21E-08	1.29E-09	3.23E-08
chr7	113450001	113500000	1.50E-08	7.97E-09	3.63E-08
chr7	113500001	113550000	1.94E-08	6.35E-08	2.37E-08
chr7	113550001	113600000	4.55E-09	1.45E-08	6.26E-09
chr7	113600001	113650000	2.49E-08	1.45E-08	2.98E-08
chr7	113650001	113700000	1.31E-08	1.45E-08	4.31E-08
chr7	113700001	113750000	4.85E-08	2.10E-09	7.80E-08
chr7	113750001	113800000	3.38E-08	1.31E-09	7.90E-08
chr7	113800001	113850000	2.33E-08	1.82E-08	3.18E-08
chr7	113850001	113900000	3.01E-08	4.43E-08	1.09E-07
chr7	113900001	113950000	5.21E-08	2.94E-08	1.98E-07
chr7	113950001	114000000	3.50E-08	3.12E-08	1.27E-07
chr7	114000001	114050000	5.30E-08	5.11E-10	9.81E-08
chr7	114050001	114100000	2.47E-08	1.66E-08	8.50E-08
chr7	114100001	114150000	1.52E-08	1.01E-08	6.54E-08
chr7	114150001	114200000	4.05E-08	4.56E-09	1.12E-07
chr7	114200001	114250000	3.05E-08	2.49E-08	4.32E-08
chr7	114250001	114300000	1.96E-08	4.86E-08	2.41E-08
chr7	114300001	114350000	3.03E-08	2.94E-08	5.43E-08
chr7	114350001	114400000	4.55E-08	2.94E-08	6.78E-08
chr7	114400001	114450000	3.20E-08	1.21E-07	1.37E-07
chr7	114450001	114500000	1.51E-08	1.13E-07	1.17E-07
chr7	114500001	114550000	1.64E-08	4.63E-08	3.84E-08
chr7	114550001	114600000	1.98E-08	4.76E-08	1.21E-07
chr7	114600001	114650000	9.01E-09	2.25E-08	3.96E-09
chr7	114650001	114700000	4.43E-09	2.30E-08	2.60E-09
chr7	114700001	114750000	7.89E-09	2.20E-08	4.03E-09
chr7	114750001	114800000	3.02E-09	2.13E-08	3.71E-09
chr7	114800001	114850000	2.85E-09	2.27E-09	6.85E-09
chr7	114850001	114900000	6.42E-09	2.99E-08	1.31E-08
chr7	114900001	114950000	3.82E-09	2.55E-08	6.03E-09
chr7	114950001	115000000	1.13E-08	5.49E-08	4.66E-09
chr7	115000001	115050000	1.89E-08	6.49E-08	9.74E-08
chr7	115050001	115100000	3.61E-08	6.46E-08	9.17E-08
chr7	115100001	115150000	2.27E-08	4.62E-08	4.98E-08
chr7	115150001	115200000	3.08E-08	2.36E-08	5.02E-08
chr7	115200001	115250000	4.40E-08	6.28E-08	1.19E-07
chr7	115250001	115300000	4.06E-08	5.47E-08	1.15E-07
chr7	115300001	115350000	2.64E-08	4.06E-08	1.72E-08
chr7	115350001	115400000	4.31E-08	6.80E-08	6.17E-08
chr7	115400001	115450000	1.46E-08	3.89E-08	1.17E-08
chr7	115450001	115500000	1.43E-08	2.83E-08	8.36E-09
chr7	115500001	115550000	1.82E-08	8.71E-09	4.18E-08
chr7	115550001	115600000	2.80E-08	9.50E-09	6.25E-08
chr7	115600001	115650000	2.99E-08	3.63E-09	8.34E-08
chr7	115650001	115700000	2.60E-08	7.42E-09	4.62E-08
chr7	115700001	115750000	1.79E-08	5.35E-09	4.97E-08
chr7	115750001	115800000	4.29E-08	7.59E-09	9.98E-08
chr7	115800001	115850000	6.96E-08	1.36E-08	1.44E-07
chr7	115850001	115900000	1.43E-07	2.84E-08	2.04E-07
chr7	115900001	115950000	8.60E-08	2.80E-08	2.39E-07
chr7	115950001	116000000	1.34E-07	3.05E-08	1.63E-07
chr7	116000001	116050000	3.44E-08	1.51E-08	7.14E-08
chr7	116050001	116100000	2.10E-08	1.18E-08	5.24E-08
chr7	116100001	116150000	2.25E-08	1.96E-08	1.02E-07
chr7	116150001	116200000	3.80E-08	1.99E-08	1.03E-07
chr7	116200001	116250000	1.64E-08	1.45E-11	9.38E-08
chr7	116250001	116300000	2.35E-08	2.16E-09	1.12E-07
chr7	116300001	116350000	1.59E-08	2.32E-09	6.66E-08
chr7	116350001	116400000	1.27E-08	4.33E-08	1.36E-08
chr7	116400001	116450000	2.23E-08	6.18E-08	2.06E-08
chr7	116450001	116500000	2.87E-08	7.85E-08	4.41E-08
chr7	116500001	116550000	5.09E-08	9.36E-08	9.64E-08
chr7	116550001	116600000	5.01E-08	7.85E-08	6.52E-08
chr7	116600001	116650000	7.65E-08	1.08E-07	9.04E-08
chr7	116650001	116700000	5.19E-08	1.50E-07	7.81E-08
chr7	116700001	116750000	6.34E-08	1.70E-07	9.74E-08
chr7	116750001	116800000	8.46E-08	1.11E-07	8.20E-08
chr7	116800001	116850000	1.06E-07	1.60E-07	1.68E-07
chr7	116850001	116900000	8.97E-08	1.90E-07	1.27E-07
chr7	116900001	116950000	3.52E-08	1.59E-07	9.24E-08
chr7	116950001	117000000	5.10E-08	1.84E-07	4.18E-08
chr7	117000001	117050000	4.15E-08	1.51E-07	2.90E-08
chr7	117050001	117100000	4.01E-08	5.92E-08	8.13E-08
chr7	117100001	117150000	3.65E-08	6.33E-08	2.82E-08
chr7	117150001	117200000	3.24E-08	8.30E-08	7.48E-08
chr7	117200001	117250000	2.74E-08	9.63E-08	6.03E-08
chr7	117250001	117300000	6.70E-08	1.57E-07	7.53E-08
chr7	117300001	117350000	7.78E-08	1.35E-07	6.40E-08
chr7	117350001	117400000	7.30E-08	8.69E-08	5.51E-08
chr7	117400001	117450000	6.39E-08	8.39E-08	6.81E-08
chr7	117450001	117500000	9.83E-08	4.68E-08	5.44E-08
chr7	117500001	117550000	2.28E-08	6.84E-09	4.69E-08
chr7	117550001	117600000	7.01E-09	8.40E-09	1.83E-08
chr7	117600001	117650000	3.28E-08	4.62E-08	5.69E-08
chr7	117650001	117700000	4.23E-08	1.92E-08	1.43E-08
chr7	117700001	117750000	9.50E-09	1.69E-09	3.60E-09
chr7	117750001	117800000	7.93E-08	1.05E-08	9.01E-08
chr7	117800001	117850000	7.59E-08	3.89E-10	6.12E-08
chr7	117850001	117900000	4.22E-08	5.28E-08	1.30E-07
chr7	117900001	117950000	7.34E-08	6.09E-08	6.44E-08
chr7	117950001	118000000	2.22E-08	7.06E-08	4.94E-08
chr7	118000001	118050000	2.85E-08	5.67E-08	2.73E-08
chr7	118050001	118100000	6.31E-08	1.01E-07	1.46E-07
chr7	118100001	118150000	2.70E-08	3.96E-08	1.26E-07
chr7	118150001	118200000	2.11E-08	1.05E-07	5.52E-08
chr7	118200001	118250000	6.26E-08	1.18E-07	2.87E-08
chr7	118250001	118300000	5.53E-08	1.01E-07	1.01E-07
chr7	118300001	118350000	6.84E-08	8.37E-08	1.48E-07
chr7	118350001	118400000	3.77E-08	7.99E-08	7.59E-08
chr7	118400001	118450000	2.25E-08	8.88E-08	1.48E-07
chr7	118450001	118500000	3.67E-08	7.97E-08	1.16E-07
chr7	118500001	118550000	1.64E-08	1.12E-07	9.50E-08
chr7	118550001	118600000	1.38E-08	4.84E-08	2.50E-08
chr7	118600001	118650000	3.18E-08	1.32E-07	2.68E-08
chr7	118650001	118700000	2.38E-08	1.67E-07	4.96E-08
chr7	118700001	118750000	8.60E-09	5.46E-08	4.49E-08
chr7	118750001	118800000	2.49E-08	9.19E-08	7.62E-08
chr7	118800001	118850000	1.96E-08	1.30E-07	5.43E-08
chr7	118850001	118900000	2.85E-08	1.65E-07	5.82E-08
chr7	118900001	118950000	1.93E-08	9.65E-08	4.62E-08
chr7	118950001	119000000	1.04E-08	1.05E-07	3.98E-08
chr7	119000001	119050000	1.68E-08	1.35E-07	4.34E-08
chr7	119050001	119100000	1.61E-08	1.13E-07	1.59E-08
chr7	119100001	119150000	1.57E-08	9.09E-08	3.20E-08
chr7	119150001	119200000	3.60E-08	1.26E-07	7.78E-08
chr7	119200001	119250000	3.11E-08	1.46E-07	5.15E-08
chr7	119250001	119300000	2.05E-08	1.25E-07	3.03E-08
chr7	119300001	119350000	1.48E-08	1.24E-07	3.25E-08
chr7	119350001	119400000	1.16E-08	1.72E-07	3.46E-08
chr7	119400001	119450000	1.04E-08	1.18E-07	6.72E-08
chr7	119450001	119500000	1.91E-08	1.27E-07	4.99E-08
chr7	119500001	119550000	2.71E-08	8.80E-08	7.01E-08
chr7	119550001	119600000	1.22E-08	3.71E-08	1.17E-08
chr7	119600001	119650000	1.20E-08	3.96E-08	2.02E-08
chr7	119650001	119700000	3.12E-08	6.51E-08	2.37E-08
chr7	119700001	119750000	1.32E-08	4.32E-08	5.93E-09
chr7	119750001	119800000	1.02E-08	6.69E-08	1.69E-08
chr7	119800001	119850000	2.66E-08	6.98E-08	1.36E-08
chr7	119850001	119900000	4.87E-08	1.55E-07	2.87E-08
chr7	119900001	119950000	1.54E-08	1.09E-07	4.78E-08
chr7	119950001	120000000	2.27E-08	8.89E-08	5.70E-08
chr7	120000001	120050000	3.68E-08	1.38E-07	6.92E-08
chr7	120050001	120100000	4.42E-08	2.76E-07	1.47E-07
chr7	120100001	120150000	4.35E-08	1.94E-07	5.93E-08
chr7	120150001	120200000	4.13E-08	1.60E-07	4.34E-08
chr7	120200001	120250000	1.66E-08	6.62E-08	3.16E-08
chr7	120250001	120300000	4.67E-08	3.03E-08	5.23E-08
chr7	120300001	120350000	4.43E-08	1.19E-07	1.04E-07
chr7	120350001	120400000	4.71E-08	6.96E-08	7.31E-08
chr7	120400001	120450000	2.41E-08	5.10E-08	2.95E-08
chr7	120450001	120500000	1.51E-08	3.81E-08	2.85E-08
chr7	120500001	120550000	3.99E-08	1.86E-08	1.25E-08
chr7	120550001	120600000	6.05E-08	1.18E-07	9.92E-08
chr7	120600001	120650000	8.69E-08	1.00E-07	6.38E-08
chr7	120650001	120700000	7.45E-08	1.29E-07	7.08E-08
chr7	120700001	120750000	4.77E-08	2.52E-08	3.84E-08
chr7	120750001	120800000	4.75E-08	5.76E-08	3.91E-08
chr7	120800001	120850000	5.15E-08	6.20E-08	3.02E-08
chr7	120850001	120900000	5.03E-08	9.01E-08	7.12E-08
chr7	120900001	120950000	5.45E-08	5.12E-08	3.11E-08
chr7	120950001	121000000	3.56E-08	4.10E-08	3.58E-08
chr7	121000001	121050000	3.11E-08	7.21E-08	3.58E-08
chr7	121050001	121100000	6.08E-08	1.22E-07	5.03E-08
chr7	121100001	121150000	2.95E-08	7.48E-08	1.65E-08
chr7	121150001	121200000	3.07E-08	6.12E-08	6.45E-09
chr7	121200001	121250000	3.33E-08	4.43E-08	8.59E-09
chr7	121250001	121300000	1.88E-08	3.04E-08	3.24E-09
chr7	121300001	121350000	1.83E-08	1.82E-08	1.80E-09
chr7	121350001	121400000	1.48E-08	2.84E-08	1.18E-08
chr7	121400001	121450000	3.00E-08	1.33E-08	2.64E-08
chr7	121450001	121500000	4.43E-08	5.18E-08	3.03E-08
chr7	121500001	121550000	1.22E-08	9.99E-11	1.65E-08
chr7	121550001	121600000	2.44E-08	8.16E-09	7.91E-09
chr7	121600001	121650000	2.49E-08	2.26E-08	8.02E-09
chr7	121650001	121700000	3.14E-08	1.79E-08	4.91E-09
chr7	121700001	121750000	2.70E-08	3.32E-08	2.72E-08
chr7	121750001	121800000	3.92E-08	1.62E-11	3.44E-08
chr8	1	50000	1.35E-07	3.60E-09	1.12E-09
chr8	50001	100000	1.95E-09	4.77E-09	8.37E-10
chr8	100001	150000	1.24E-09	1.78E-09	6.23E-10
chr8	150001	200000	1.21E-09	2.64E-09	6.58E-10
chr8	200001	250000	1.20E-09	3.07E-09	4.63E-11
chr8	250001	300000	2.54E-10	3.02E-09	7.09E-11
chr8	300001	350000	8.30E-10	3.02E-09	2.48E-10
chr8	350001	400000	1.58E-09	1.70E-09	2.57E-09
chr8	400001	450000	6.78E-10	6.84E-10	2.06E-09
chr8	450001	500000	5.10E-10	1.26E-09	2.02E-09
chr8	500001	550000	3.70E-10	2.08E-10	2.16E-09
chr8	550001	600000	7.88E-10	2.00E-10	1.30E-09
chr8	600001	650000	1.28E-09	1.26E-10	2.04E-09
chr8	650001	700000	3.31E-09	7.91E-11	2.24E-09
chr8	700001	750000	4.66E-09	7.91E-11	3.19E-09
chr8	750001	800000	2.11E-09	6.61E-11	3.68E-09
chr8	800001	850000	1.25E-09	2.52E-10	9.28E-09
chr8	850001	900000	3.17E-09	1.58E-10	2.26E-09
chr8	900001	950000	2.37E-09	1.97E-11	3.35E-09
chr8	950001	1000000	5.06E-09	2.73E-11	4.49E-09
chr8	1000001	1050000	7.69E-09	4.88E-11	7.07E-09
chr8	1050001	1100000	5.26E-09	5.65E-11	1.24E-08
chr8	1100001	1150000	9.04E-09	1.62E-10	1.34E-08
chr8	1150001	1200000	4.74E-09	1.66E-08	1.07E-08
chr8	1200001	1250000	7.59E-09	2.09E-08	1.56E-08
chr8	1250001	1300000	2.02E-08	2.38E-08	4.58E-08
chr8	1300001	1350000	1.02E-08	2.35E-08	1.14E-08
chr8	1350001	1400000	4.40E-09	2.58E-10	2.10E-09
chr8	1400001	1450000	4.11E-09	1.63E-08	5.29E-09
chr8	1450001	1500000	6.20E-09	1.07E-09	9.03E-09
chr8	1500001	1550000	8.43E-09	4.22E-08	1.33E-08
chr8	1550001	1600000	2.32E-08	5.56E-08	2.55E-08
chr8	1600001	1650000	6.17E-09	2.13E-08	5.38E-09
chr8	1650001	1700000	2.68E-09	2.38E-08	1.08E-08
chr8	1700001	1750000	7.07E-09	5.33E-08	1.08E-08
chr8	1750001	1800000	7.92E-09	3.15E-08	1.78E-08
chr8	1800001	1850000	6.07E-09	3.38E-08	6.14E-09
chr8	1850001	1900000	6.52E-09	1.01E-09	1.28E-08
chr8	1900001	1950000	8.75E-09	4.68E-08	1.18E-08
chr8	1950001	2000000	9.50E-09	2.98E-08	8.25E-09
chr8	2000001	2050000	8.79E-09	5.41E-08	1.24E-08
chr8	2050001	2100000	1.42E-08	3.25E-08	2.81E-08
chr8	2100001	2150000	9.03E-09	5.70E-08	4.70E-08
chr8	2150001	2200000	2.27E-08	1.27E-07	3.80E-08
chr8	2200001	2250000	1.45E-08	6.46E-08	5.18E-08
chr8	2250001	2300000	3.49E-08	8.25E-08	2.37E-08
chr8	2300001	2350000	2.73E-08	1.67E-08	2.09E-08
chr8	2350001	2400000	3.00E-08	5.57E-08	1.41E-07
chr8	2400001	2450000	3.40E-08	3.86E-08	7.17E-08
chr8	2450001	2500000	4.39E-08	8.10E-09	6.04E-08
chr8	2500001	2550000	3.85E-08	1.70E-08	6.35E-08
chr8	2550001	2600000	2.81E-08	3.74E-08	4.23E-08
chr8	2600001	2650000	5.76E-08	3.98E-08	8.39E-08
chr8	2650001	2700000	3.03E-08	7.75E-08	7.28E-08
chr8	2700001	2750000	3.76E-08	1.14E-07	5.16E-08
chr8	2750001	2800000	3.22E-08	1.02E-07	4.84E-08
chr8	2800001	2850000	3.74E-08	1.16E-07	9.15E-08
chr8	2850001	2900000	5.68E-08	9.13E-08	1.08E-07
chr8	2900001	2950000	4.15E-08	1.76E-07	6.75E-08
chr8	2950001	3000000	2.82E-08	6.12E-08	5.39E-08
chr8	3000001	3050000	2.69E-08	4.34E-08	1.25E-07
chr8	3050001	3100000	1.73E-08	4.48E-08	2.21E-08
chr8	3100001	3150000	1.14E-08	6.50E-08	2.13E-08
chr8	3150001	3200000	1.33E-08	9.61E-08	5.00E-08
chr8	3200001	3250000	1.30E-08	4.27E-08	5.19E-08
chr8	3250001	3300000	3.71E-08	5.53E-08	2.29E-08
chr8	3300001	3350000	3.06E-08	6.02E-08	4.13E-08
chr8	3350001	3400000	2.42E-08	1.01E-08	4.04E-08
chr8	3400001	3450000	5.43E-08	1.37E-07	9.45E-08
chr8	3450001	3500000	4.94E-08	6.06E-08	3.60E-08
chr8	3500001	3550000	3.19E-08	7.52E-08	3.70E-08
chr8	3550001	3600000	2.24E-08	8.68E-08	9.28E-09
chr8	3600001	3650000	2.16E-08	8.68E-08	2.54E-08
chr8	3650001	3700000	2.16E-08	8.68E-08	5.55E-08
chr8	3700001	3750000	2.03E-08	8.68E-08	2.41E-08
chr8	3750001	3800000	2.04E-08	8.68E-08	2.43E-08
chr8	3800001	3850000	2.45E-08	3.56E-08	1.28E-08
chr8	3850001	3900000	4.52E-09	3.56E-08	3.36E-08
chr8	3900001	3950000	1.68E-08	3.56E-08	3.13E-08
chr8	3950001	4000000	6.81E-09	3.56E-08	1.43E-08
chr8	4000001	4050000	2.33E-08	3.56E-08	3.31E-08
chr8	4050001	4100000	3.65E-08	3.56E-08	4.10E-08
chr8	4100001	4150000	2.86E-08	3.56E-08	8.68E-08
chr8	4150001	4200000	5.07E-08	3.56E-08	8.40E-08
chr8	4200001	4250000	4.30E-08	1.05E-07	9.12E-08
chr8	4250001	4300000	4.81E-08	2.30E-07	1.15E-07
chr8	4300001	4350000	5.58E-08	1.28E-07	9.39E-08
chr8	4350001	4400000	2.73E-08	1.62E-07	9.00E-08
chr8	4400001	4450000	5.16E-08	8.19E-08	7.44E-08
chr8	4450001	4500000	3.46E-08	4.29E-08	4.37E-08
chr8	4500001	4550000	2.35E-08	3.29E-08	2.58E-08
chr8	4550001	4600000	2.25E-08	1.11E-07	3.22E-08
chr8	4600001	4650000	4.65E-08	1.19E-07	5.64E-08
chr8	4650001	4700000	5.16E-08	1.09E-07	2.77E-08
chr8	4700001	4750000	3.06E-08	8.36E-08	3.98E-08
chr8	4750001	4800000	3.76E-08	2.30E-07	3.54E-08
chr8	4800001	4850000	8.56E-08	2.74E-07	1.03E-07
chr8	4850001	4900000	4.55E-08	8.67E-08	1.32E-07
chr8	4900001	4950000	2.51E-08	9.80E-08	1.16E-07
chr8	4950001	5000000	3.53E-08	6.59E-08	1.07E-07
chr8	5000001	5050000	5.13E-08	1.12E-07	9.72E-08
chr8	5050001	5100000	4.98E-08	1.86E-07	1.79E-07
chr8	5100001	5150000	5.00E-08	2.82E-08	7.57E-08
chr8	5150001	5200000	5.14E-08	6.39E-08	1.10E-07
chr8	5200001	5250000	3.65E-08	3.46E-08	7.33E-08
chr8	5250001	5300000	6.11E-08	1.04E-07	1.28E-07
chr8	5300001	5350000	2.62E-08	1.84E-07	1.25E-07
chr8	5350001	5400000	1.76E-08	2.41E-07	7.93E-08
chr8	5400001	5450000	5.10E-08	1.55E-07	7.30E-08
chr8	5450001	5500000	2.94E-08	9.14E-08	1.19E-07
chr8	5500001	5550000	5.77E-09	9.19E-08	4.28E-07
chr8	5550001	5600000	1.28E-08	9.19E-08	4.28E-07
chr8	5600001	5650000	2.15E-08	9.03E-08	1.17E-07
chr8	5650001	5700000	5.05E-08	7.05E-08	1.33E-07
chr8	5700001	5750000	2.42E-08	3.81E-08	1.09E-07
chr8	5750001	5800000	1.84E-08	6.03E-08	4.77E-08
chr8	5800001	5850000	2.10E-08	8.11E-08	1.21E-07
chr8	5850001	5900000	1.86E-08	8.66E-08	3.55E-08
chr8	5900001	5950000	8.22E-09	5.46E-08	4.36E-09
chr8	5950001	6000000	7.30E-09	8.01E-08	3.16E-08
chr8	6000001	6050000	2.08E-08	6.81E-08	7.40E-08
chr8	6050001	6100000	6.09E-09	6.13E-08	5.29E-08
chr8	6100001	6150000	2.79E-08	6.37E-08	6.30E-08
chr8	6150001	6200000	5.85E-08	1.21E-07	1.12E-07
chr8	6200001	6250000	3.43E-08	1.14E-07	1.05E-07
chr8	6250001	6300000	2.09E-08	9.17E-08	3.38E-08
chr8	6300001	6350000	4.91E-08	1.45E-07	1.06E-07
chr8	6350001	6400000	4.09E-08	6.74E-08	9.99E-08
chr8	6400001	6450000	1.87E-08	3.44E-08	6.35E-08
chr8	6450001	6500000	3.96E-08	2.23E-08	4.77E-08
chr8	6500001	6550000	5.03E-08	9.30E-08	5.43E-08
chr8	6550001	6600000	2.18E-08	9.11E-08	1.60E-08
chr8	6600001	6650000	1.57E-08	1.83E-07	2.11E-08
